3285540224	3285540351	CZ
3285540352	3285540415	PT
3285540416	3285540423	ZA
3285540424	3285540447	BE
3285540448	3285540479	DE
3285540480	3285540607	NL
3285540608	3285540671	BE
3285540672	3285540735	DE
3285540736	3285540863	BE
3285540864	3285540871	FR
3285540872	3285540879	BE
3285540880	3285541375	FR
3285541376	3285541391	GB
3285541392	3285541439	FR
3285541440	3285541519	GB
3285541520	3285541527	BG
3285541528	3285541535	BE
3285541536	3285541551	FR
3285541552	3285541567	BE
3285541568	3285541599	GB
3285541600	3285541631	BE
3285541632	3285541663	ES
3285541664	3285541695	FR
3285541696	3285541759	BE
3285541760	3285541887	FR
3285541888	3285541919	GB
3285541920	3285541951	FR
3285541952	3285542079	DE
3285542080	3285542143	FR
3285542144	3285542399	BE
3285542400	3285542655	GB
3285542656	3285542911	ZA
3285542912	3285543167	IT
3285543168	3285543423	NL
3285543424	3285543679	SE
3285543680	3285543743	AT
3285543744	3285543759	FR
3285543760	3285543775	BE
3285543776	3285543791	IT
3285543792	3285543795	ES
3285543796	3285543799	BE
3285543800	3285543807	FR
3285543808	3285543871	NL
3285543872	3285543935	FR
3285543936	3285544191	BE
3285544192	3285544255	IL
3285544256	3285544319	DE
3285544320	3285544335	ES
3285544336	3285544351	NL
3285544352	3285544383	BE
3285544384	3285544479	FR
3285544480	3285544511	ES
3285544512	3285544639	FR
3285544640	3285544703	BE
3285544704	3285544959	FR
3285544960	3285545215	GB
3285545216	3285545343	BE
3285545344	3285545379	GB
3285545380	3285545471	BE
3285545472	3285545727	SE
3285545728	3285545983	FI
3285545984	3285545999	IT
3285546000	3285546007	BE
3285546008	3285546015	IT
3285546016	3285546063	ES
3285546064	3285546071	IT
3285546072	3285546111	ES
3285546112	3285546239	AT
3285546240	3285546367	ZA
3285546368	3285546495	FR
3285546496	3285546559	NL
3285546560	3285546623	BE
3285546624	3285546671	FR
3285546672	3285546687	SE
3285546688	3285546751	GB
3285546752	3285547007	DK
3285547008	3285547023	AT
3285547024	3285547039	FR
3285547040	3285547071	AT
3285547072	3285547135	AU
3285547136	3285547167	RU
3285547168	3285547199	LU
3285547200	3285547263	SE
3285547264	3285547519	LU
3285547520	3285547775	NL
3285547776	3285547903	ES
3285547904	3285548031	BE
3285548032	3285548287	FR
3285548288	3285548543	DE
3285548544	3285548607	FR
3285548608	3285548639	LI
3285548640	3285548647	BE
3285548648	3285548655	LI
3285548656	3285548735	GB
3285548736	3285548767	BE
3285548768	3285548799	LU
3285548800	3285548831	IT
3285548832	3285548839	GB
3285548840	3285548847	IL
3285548848	3285548959	IT
3285548960	3285549023	FR
3285549024	3285549039	PT
3285549040	3285549055	FR
3285549056	3285549183	DE
3285549184	3285549215	BE
3285549216	3285549247	CH
3285549248	3285549279	DE
3285549280	3285549311	GB
3285549312	3285549695	DE
3285549696	3285549719	BE
3285549720	3285549727	GB
3285549728	3285549735	SE
3285549736	3285549767	BE
3285549768	3285549775	FI
3285549776	3285549791	DE
3285549792	3285549823	LU
3285549824	3285549871	DE
3285549872	3285549887	DK
3285549888	3285549951	DE
3285549952	3285550335	BE
3285550336	3285550463	GB
3285550464	3285550527	DE
3285550528	3285550591	IT
3285550592	3285550847	FR
3285550848	3285550943	IT
3285550944	3285550975	NL
3285550976	3285551007	BE
3285551008	3285551039	CH
3285551040	3285551071	DE
3285551072	3285551103	BE
3285551104	3285551359	DE
3285551360	3285551391	BE
3285551392	3285551423	DE
3285551424	3285551487	DK
3285551488	3285551551	BE
3285551552	3285551615	DE
3285551616	3285551647	GB
3285551648	3285551679	FR
3285551680	3285551807	GB
3285551808	3285551839	RU
3285551840	3285552127	BE
3285552128	3285552191	DE
3285552192	3285552255	ZA
3285552256	3285552287	CZ
3285552288	3285552319	HU
3285552320	3285552383	GB
3285552384	3285552511	DE
3285552512	3285552639	GB
3285552640	3285552927	DE
3285552928	3285552959	BE
3285552960	3285553023	FR
3285553024	3285553039	BE
3285553040	3285553055	EG
3285553056	3285553087	BE
3285553088	3285553151	IT
3285553152	3285553215	DE
3285553216	3285553247	BE
3285553248	3285553263	PL
3285553264	3285553727	DE
3285553728	3285553759	CH
3285553760	3285553767	GB
3285553768	3285553775	ZA
3285553776	3285553791	FR
3285553792	3285553855	BE
3285553856	3285553887	ZA
3285553888	3285553919	DE
3285553920	3285554047	CH
3285554048	3285554127	DE
3285554128	3285554143	BE
3285554144	3285554175	GB
3285554176	3285554431	AT
3285554432	3285554687	BE
3285554688	3285554703	DE
3285554704	3285554719	BE
3285554720	3285554751	FR
3285554752	3285554815	BE
3285554816	3285554943	CH
3285554944	3285555199	LU
3285555200	3285555231	AT
3285555232	3285555263	NL
3285555264	3285555327	FR
3285555328	3285555455	IL
3285555456	3285555711	BE
3285555712	3285555967	LU
3285555968	3285556223	IT
3285556224	3285556479	BE
3285556480	3285556735	DE
3285556736	3285556767	CH
3285556768	3285556775	BE
3285556776	3285556779	NL
3285556780	3285556799	BE
3285556800	3285556863	DE
3285556864	3285556991	BE
3285556992	3285557055	GB
3285557056	3285557119	NL
3285557120	3285557247	DE
3285557248	3285557363	NL
3285557364	3285557375	BE
3285557376	3285557519	NL
3285557520	3285557535	FI
3285557536	3285557575	NL
3285557576	3285557579	SE
3285557580	3285557583	BE
3285557584	3285557599	NL
3285557600	3285557631	BE
3285557632	3285557791	NL
3285557792	3285557823	NO
3285557824	3285557887	SE
3285557888	3285557911	CH
3285557912	3285557919	CZ
3285557920	3285557951	FR
3285557952	3285558015	DE
3285558016	3285558271	NL
3285558272	3285558463	BE
3285558464	3285558591	NL
3285558592	3285558655	BE
3285558656	3285558783	IT
3285558784	3285559039	GB
3285559040	3285559167	BE
3285559168	3285559231	NL
3285559232	3285559295	BE
3285559296	3285559807	SE
3285559808	3285559839	IE
3285559840	3285559871	CH
3285559872	3285559887	BE
3285559888	3285559903	SE
3285559904	3285559919	NL
3285559920	3285559935	SE
3285559936	3285560063	NO
3285560064	3285560351	SE
3285560352	3285560383	ES
3285560384	3285560447	SE
3285560448	3285560479	LI
3285560480	3285560511	CH
3285560512	3285560575	BE
3285560576	3285560831	DE
3285560832	3285561215	SE
3285561216	3285561343	NO
3285561344	3285561407	GB
3285561408	3285561471	PL
3285561472	3285561599	DK
3285561600	3285561619	NO
3285561620	3285561623	DE
3285561624	3285561647	BE
3285561648	3285561663	NO
3285561664	3285561727	BE
3285561728	3285561791	NO
3285561792	3285561919	BE
3285561920	3285561951	CH
3285561952	3285561967	NO
3285561968	3285561983	BE
3285561984	3285562111	FI
3285562112	3285562367	NO
3285562368	3285562751	FI
3285562752	3285562783	NL
3285562784	3285562815	BE
3285562816	3285562879	IT
3285562880	3285562911	FI
3285562912	3285562943	BE
3285562944	3285562975	DE
3285562976	3285562991	FI
3285562992	3285562999	BE
3285563000	3285563007	GB
3285563008	3285563135	SE
3285563136	3285563391	FI
3285563392	3285563455	BE
3285563456	3285563471	NL
3285563472	3285563487	BE
3285563488	3285563519	SE
3285563520	3285563647	PL
3285563648	3285563903	CH
3285563904	3285564031	SE
3285564032	3285564159	FI
3285564160	3285564415	GB
3285564416	3285564511	CH
3285564512	3285564543	NO
3285564544	3285564671	BE
3285564672	3285564735	CH
3285564736	3285564751	FR
3285564752	3285564767	BE
3285564768	3285564799	SE
3285564800	3285564927	BE
3285564928	3285565183	FR
3285565184	3285565439	NL
3285565440	3285565951	GB
3285565952	3285566015	FR
3285566016	3285566031	IT
3285566032	3285566047	BE
3285566048	3285566079	CH
3285566080	3285566143	FR
3285566144	3285566207	BE
3285566208	3285566495	RU
3285566496	3285566511	SE
3285566512	3285566527	FI
3285566528	3285566559	CH
3285566560	3285566575	BE
3285566576	3285566591	CH
3285566592	3285566655	NL
3285566656	3285566847	BE
3285566848	3285566975	FR
3285566976	3285567231	GB
3285567232	3285567487	PT
3285567488	3285568511	NL
3285568512	3285568671	DE
3285568672	3285568703	CH
3285568704	3285568751	BE
3285568752	3285569023	DE
3285569024	3285569407	BE
3285569408	3285569535	GB
3285569536	3285569791	DE
3285569792	3285570047	FI
3285570048	3285570175	FR
3285570176	3285570207	BE
3285570208	3285570223	PL
3285570224	3285570239	NL
3285570240	3285570559	BE
3285570560	3285570815	SE
3285570816	3285571071	IT
3285571072	3285571327	DE
3285571328	3285571583	FI
3285571584	3285571711	FR
3285571712	3285571775	SE
3285571776	3285571807	BE
